tradingsymbol,name,exchange,instrument_token,exchange_token
KTKFMP292RG,,BSE,139094276,543337
KTKFMP292RI,,BSE,139094532,543338
KTKFMP292DG,,BSE,139094788,543339
KTKFMP292DI,,BSE,139095044,543340
SHARPLINE,SHARPLINE BROADCAST,BSE,139095300,543341
NIMFHGAP,,BSE,139095556,543342
NIMFHGAR,,BSE,139095812,543343
NIMFHGDP,,BSE,139096068,543344
NIMFHGRG,,BSE,139096324,543345
AASHKA,AASHKA HOSPITALS ,BSE,139096580,543346
AXISTECETF,AXIS MUTUAL FUND,BSE,139096836,543347
AXISHCETF,AXIS MUTUAL FUND,BSE,139097092,543348
AMIORG,AMI ORGANICS ,BSE,139097348,543349
VIJAYA,VIJAYA DIAGNOSTIC CENTRE LIMIT,BSE,139097604,543350
NBL,NAAPBOOKS ,BSE,139097860,543351
POBS,PLATINUMONE BUSINESS SERVICES,BSE,139098116,543352
D60MS264RG,,BSE,139098372,543353
D60MS264RP,,BSE,139098628,543354
D60MS264DG,,BSE,139098884,543355
D60MS264DP,,BSE,139099140,543356
AXISCETF,AXIS MUTUAL FUND,BSE,139099396,543357
SANSERA,SANSERA ENGINEERING ,BSE,139099652,543358
SFMP51GR,,BSE,139099908,543359
SFMP51DR,,BSE,139100164,543360
SFMP51GD,,BSE,139100420,543361
SFMP51DD,,BSE,139100676,543362
PREVEST,PREVEST DENPRO ,BSE,139100932,543363
MARKOLINES,MARKOLINES PAVEMENT TECHNOLOGI,BSE,139101188,543364
MASPTOP50,MIRAE ASSET MUTUAL FUND,BSE,139101444,543365
SBLI,SBL INFRATECH ,BSE,139101700,543366
PARAS,PARAS DEFENCE AND SPACE TECHNO,BSE,139101956,543367
SFMP52GR,,BSE,139102212,543368
SFMP52DR,,BSE,139102468,543369
SFMP52GD,,BSE,139102724,543370
SFMP52DD,,BSE,139102980,543371
GETALONG,GETALONG ENTERPRISE ,BSE,139103236,543372
SVRL,SHRI VENKATESH REFINERIES LIMI,BSE,139103492,543373
ABSLAMC,ADITYA BIRLA SUN LIFE AMC LIMI,BSE,139103748,543374
PROMAX,PROMAX POWER ,BSE,139104004,543375
SAMOR,SAMOR REALITY ,BSE,139104260,543376
ADISHAKTI,ADISHAKTI LOHA AND ISPAT LIMIT,BSE,139104516,543377
CWD,CWD ,BSE,139104772,543378
SFMP53GR,,BSE,139105028,543379
SFMP53DR,,BSE,139105284,543380
SFMP53GD,,BSE,139105540,543381
SFMP53DD,,BSE,139105796,543382
CONSUMIETF,ICICI PRUDENTIAL MUTUAL FUND,BSE,139106052,543383
NYKAA,FSN E-COMMERCE VENTURES LIMITE,BSE,139106308,543384
NHIT,NATIONAL HIGHWAYS INFRA TRUST,BSE,139106564,543385
FINOPB,FINO PAYMENTS BANK ,BSE,139106820,543386
SJS,S.J.S. ENTERPRISES ,BSE,139107076,543387
EQUAL50ADD,DSP MUTUAL FUND,BSE,139107332,543388
SIGACHI,SIGACHI INDUSTRIES ,BSE,139107588,543389
POLICYBZR,PB FINTECH ,BSE,139107844,543390
SGFRL,SUYOG GURBAXANI FUNICULAR ROPE,BSE,139108100,543391
SFMP54GR,,BSE,139108356,543392
SFMP54DR,,BSE,139108612,543393
SFMP54GD,,BSE,139108868,543394
SFMP54DD,,BSE,139109124,543395
PAYTM,ONE 97 COMMUNICATIONS ,BSE,139109380,543396
SAPPHIRE,SAPPHIRE FOODS INDIA ,BSE,139109636,543397
LATENTVIEW,LATENT VIEW ANALYTICS ,BSE,139109892,543398
TARSONS,TARSONS PRODUCTS ,BSE,139110148,543399
OMNIPOTENT,OMNIPOTENT INDUSTRIES ,BSE,139110404,543400
GOCOLORS,GO FASHION (INDIA) ,BSE,139110660,543401
SFMP55GR,,BSE,139111940,543406
SFMP55DR,,BSE,139112196,543407
SFMP55GD,,BSE,139112452,543408
SFMP55DD,,BSE,139112708,543409
DMR,DMR HYDROENGINEERING & INFRAST,BSE,139112964,543410
HITECH,HI-TECH PIPES,BSE,139113220,543411
STARHEALTH,STAR HEALTH AND ALLIED INSURAN,BSE,139113476,543412
TEGA,TEGA INDUSTRIES ,BSE,139113732,543413
MAHKTECH,MIRAE ASSET MUTUAL FUND,BSE,139113988,543414
ANANDRATHI,ANAND RATHI WEALTH ,BSE,139114244,543415
ZODIAC,ZODIAC ENERGY ,BSE,139114500,543416
RATEGAIN,RATEGAIN TRAVEL TECHNOLOGIES L,BSE,139114756,543417
BBETF0432,,BSE,139115012,543418
SHRIRAMPPS,SHRIRAM PROPERTIES ,BSE,139115268,543419
JETFREIGHT,JET FREIGHT LOGISTICS ,BSE,139115524,543420
SFMP57GR,,BSE,139115780,543421
SFMP57DR,,BSE,139116036,543422
SFMP57GD,,BSE,139116292,543423
SFMP57DD,,BSE,139116548,543424
MAPMYINDIA,C.E. INFO SYSTEMS ,BSE,139116804,543425
METROBRAND,METRO BRANDS ,BSE,139117060,543426
MEDPLUS,MEDPLUS HEALTH SERVICES LIMITE,BSE,139117316,543427
DATAPATTNS,DATA PATTERNS (INDIA) ,BSE,139117572,543428
SFMP56GR,,BSE,139117828,543429
SFMP56DR,,BSE,139118084,543430
SFMP56GD,,BSE,139118340,543431
SFMP56DD,,BSE,139118596,543432
HPAL,HP ADHESIVES ,BSE,139118852,543433
SUPRIYA,SUPRIYA LIFESCIENCE ,BSE,139119108,543434
CLARA,CLARA INDUSTRIES,BSE,139119364,543435
WITS,WHERRELZ IT SOLUTIONS ,BSE,139119620,543436
MONQ50,MOTILAL OSWAL MUTUAL FUND,BSE,139119876,543437
MIDQ50ADD,DSP MUTUAL FUND,BSE,139120132,543438
BRANDBUCKT,BRANDBUCKET MEDIA & TECHNOLOGY,BSE,139120388,543439
NIFTY50ADD,DSP MUTUAL FUND,BSE,139120644,543440
CMSINFO,CMS INFO SYSTEMS ,BSE,139120900,543441
BCONCEPTS,BRAND CONCEPTS ,BSE,139121156,543442
ASCENSIVE,ASCENSIVE EDUCARE ,BSE,139121412,543443
FABINO,FABINO ENTERPRISES,BSE,139121668,543444
SFMP58GR,,BSE,139121924,543445
SFMP58DR,,BSE,139122180,543446
SFMP58GD,,BSE,139122436,543447
SFMP58DD,,BSE,139122692,543448
WEL,WONDER ELECTRICALS,BSE,139122948,543449
AUTOIETF,ICICI PRUDENTIAL MUTUAL FUND,BSE,139123204,543450
AGSTRA,AGS TRANSACT TECHNOLOGIES LIMI,BSE,139123460,543451
SILVERIETF,ICICI PRUDENTIAL MUTUAL FUND,BSE,139123716,543452
ALKOSIGN,ALKOSIGN,BSE,139123972,543453
MAKEINDIA,MIRAE ASSET MUTUAL FUND,BSE,139124228,543454
SFMP59GR,,BSE,139124484,543455
SFMP59DR,,BSE,139124740,543456
SFMP59GD,,BSE,139124996,543457
AWL,ADANI WILMAR ,BSE,139125252,543458
SFMP59DD,,BSE,139125508,543459
QRIL,QUALITY RO INDUSTRIES ,BSE,139125764,543460
SSTL,SAFA SYSTEMS & TECHNOLOGIES LI,BSE,139126020,543461
DEVIT,DEV INFORMATION TECHNOLOGY LIM,BSE,139126276,543462
MANYAVAR,VEDANT FASHIONS ,BSE,139126532,543463
SPITZE,MARUTI INTERIOR PRODUCTS LIMIT,BSE,139126788,543464
MOMOMENTUM,MOTILAL OSWAL MUTUAL FUND,BSE,139127044,543465
SFMP60GR,,BSE,139127300,543466
SFMP60DR,,BSE,139127556,543467
SFMP60GD,,BSE,139127812,543468
SFMP60DD,,BSE,139128068,543469
SOFTTECH,SOFTTECH ENGINEERS ,BSE,139128324,543470
SILVER,ADITYA BIRLA SUN LIFE MUTUAL F,BSE,139128580,543471
TECH,ADITYA BIRLA SUN LIFE MUTUAL F,BSE,139128836,543472
HEALTHY,ADITYA BIRLA SUN LIFE MUTUAL F,BSE,139129092,543473
BSLNIFTY,ADITYA BIRLA SUN LIFE MUTUAL F,BSE,139129348,543474
EKENNIS,EKENNIS SOFTWARE SERVICE LIMIT,BSE,139129604,543475
NIMFHKAD,,BSE,139129860,543476
NIMFHKAG,,BSE,139130116,543477
NIMFHKDP,,BSE,139130372,543478
NIMFHKGP,,BSE,139130628,543479
GSEC5IETF,,BSE,139130884,543480
MIDCAPETF,MIRAE ASSET MUTUAL FUND,BSE,139131140,543481
EUREKAFORBE,EUREKA FORBES ,BSE,139131396,543482
H1861D46DG,,BSE,139131652,543483
H1861D46DD,,BSE,139131908,543484
H1861D46DQ,,BSE,139132164,543485
H1861D46RG,,BSE,139132420,543486
H1861D46RD,,BSE,139132676,543487
H1861D46RQ,,BSE,139132932,543488
GATEWAY,GATEWAY DISTRIPARKS ,BSE,139133188,543489
GMRP&UI,GMR POWER AND URBAN INFRA LIMI,BSE,139133444,543490
H1162D46DG,,BSE,139133700,543491
H1162D46DD,,BSE,139133956,543492
H1162D46DQ,,BSE,139134212,543493
H1162D46RG,,BSE,139134468,543494
H1162D46RD,,BSE,139134724,543495
H1162D46RQ,,BSE,139134980,543496
BCCL,BHATIA COLOUR CHEM ,BSE,139135236,543497
MSUMI,MOTHERSON SUMI WIRING INDIA LI,BSE,139135492,543498
ACHYUT,ACHYUT HEALTHCARE ,BSE,139135748,543499
EVOQ,EVOQ REMEDIES ,BSE,139136004,543500
MOLOWVOL,MOTILAL OSWAL MUTUAL FUND,BSE,139136260,543501
H1876D46DG,,BSE,139137540,543506
H1876D46DD,,BSE,139137796,543507
H1876D46DQ,,BSE,139138052,543508
H187646RG,,BSE,139138308,543509
H1876D46RD,,BSE,139138564,543510
H1876D46RQ,,BSE,139138820,543511
AVROIND,AVRO INDIA ,BSE,139139076,543512
UMAEXPORTS,UMA EXPORTS ,BSE,139139332,543513
VERANDA,VERANDA LEARNING SOLUTIONS LIM,BSE,139139588,543514
SEML,SUNRISE EFFICIENT MARKETING LI,BSE,139139844,543515
DHYAANITR,DHYAANI TRADEVENTTURES,BSE,139140100,543516
HARIOMPIPE,HARIOM PIPE INDUSTRIES ,BSE,139140356,543517
EIGHTY,EIGHTY JEWELLERS ,BSE,139140612,543518
SFSL,SHASHWAT FURNISHING SOLUTIONS,BSE,139140868,543519
GLHRL,GLOBAL LONGLIFE HOSPITAL AND R,BSE,139141124,543520
FONE4,FONE4 COMMUNICATIONS (INDIA) L,BSE,139141380,543521
NVENTURES,NANAVATI VENTURES ,BSE,139141636,543522
CAMPUS,CAMPUS ACTIVEWEAR ,BSE,139141892,543523
RAINBOW,RAINBOW CHILDREN'S MEDICARE LI,BSE,139142148,543524
SILVERTUC,SILVER TOUCH TECHNOLOGIES LIMI,BSE,139142404,543525
LICI,LIFE INSURANCE CORPORATION OF,BSE,139142660,543526
PRUDENT,PRUDENT CORPORATE ADVISORY SER,BSE,139142916,543527
VENUSPIPES,VENUS PIPES & TUBES ,BSE,139143172,543528
DELHIVERY,DELHIVERY ,BSE,139143428,543529
PARADEEP,PARADEEP PHOSPHATES ,BSE,139143684,543530
TIERRA,TIERRA AGROTECH ,BSE,139143940,543531
ETHOSLTD,ETHOS,BSE,139144196,543532
EMUDHRA,EMUDHRA ,BSE,139144452,543533
AETHER,AETHER INDUSTRIES ,BSE,139144708,543534
WEWIN,WE WIN ,BSE,139144964,543535
SILVERPRL,SILVER PEARL HOSPITALITY & LUX,BSE,139145220,543536
SCARNOSE,SCARNOSE INTERNATIONAL ,BSE,139145476,543537
GOEL,GOEL FOOD PRODUCTS ,BSE,139145732,543538
MODIS,MODI'S NAVNIRMAN,BSE,139145988,543539
PGCRL,PEARL GREEN CLUBS AND RESORTS,BSE,139146244,543540
SAILANI,SAILANI TOURS N TRAVELS LIMITE,BSE,139146500,543541
KESAR,KESAR INDIA,BSE,139146756,543542
BRRL,B-RIGHT REALESTATE,BSE,139147012,543543
JAYANT,JAYANT INFRATECH,BSE,139147268,543544
VEERKRUPA,VEERKRUPA JEWELLERS ,BSE,139147524,543545
HEALTHYLIFE,HEALTHY LIFE AGRITEC,BSE,139147780,543546
DDEVPLASTIK,DDEV PLASTIKS INDUSTRIES LIMIT,BSE,139148036,543547
SFMP66GR,,BSE,139148292,543548
SFMP66DR,,BSE,139148548,543549
SFMP66GD,,BSE,139148804,543550
SFMP66DD,,BSE,139149060,543551
H1158D46DG,,BSE,139150596,543557
H1158D46DD,,BSE,139150852,543558
H1158D46DQ,,BSE,139151108,543559
H1158D46RG,,BSE,139151364,543560
H1158D46RD,,BSE,139151620,543561
H1158D46RQ,,BSE,139151876,543562
MOHEALTH,MOTILAL OSWAL MUTUAL FUND,BSE,139152132,543563
SFMP67GR,,BSE,139152388,543564
SFMP67DR,,BSE,139152644,543565
SFMP67GD,,BSE,139152900,543566
SFMP67DD,,BSE,139153156,543567
MOM30IETF,ICICI PRUDENTIAL MUTUAL FUND,BSE,139153412,543568
HDFCNIF100,HDFC MUTUAL FUND,BSE,139153668,543569
HDFCNEXT50,HDFC MUTUAL FUND,BSE,139153924,543570
INFRAIETF,ICICI PRUDENTIAL MUTUAL FUND,BSE,139154180,543571
SILVERADD,DSP MUTUAL FUND,BSE,139154436,543572
SYRMA,SYRMA SGS TECHNOLOGY ,BSE,139154692,543573
NIFTYQLITY,ADITYA BIRLA SUN LIFE MUTUAL F,BSE,139154948,543574
MOMENTUM,ADITYA BIRLA SUN LIFE MUTUAL F,BSE,139155204,543575
MOVALUE,MOTILAL OSWAL MUTUAL FUND,BSE,139155460,543576
MOQUALITY,MOTILAL OSWAL MUTUAL FUND,BSE,139155716,543577
OLATECH,OLATECH SOLUTIONS ,BSE,139155972,543578
NATURO,NATURO INDIABULL,BSE,139156228,543579
HDFC1406DG,,BSE,139157508,543584
HDFC1406DD,,BSE,139157764,543585
HDFC1406DQ,,BSE,139158020,543586
HDFC1406RG,,BSE,139158276,543587
HDFC1406RD,,BSE,139158532,543588
HDFC1406RQ,,BSE,139158788,543589
RHETAN,RHETAN TMT ,BSE,139159044,543590
DREAMFOLKS,DREAMFOLKS SERVICES,BSE,139159300,543591
HDFCSILVER,HDFC MUTUAL FUND,BSE,139159556,543592
DBOL,DHAMPUR BIO ORGANICS ,BSE,139159812,543593
DPL,DIPNA PHARMACHEM,BSE,139160068,543594
EPBIO,EP BIOCOMPOSITES,BSE,139160324,543595
TMB,TAMILNAD MERCANTILE BANK LIMIT,BSE,139160580,543596
VOEPL,VIRTUOSO OPTOELECTRONICS LIMIT,BSE,139160836,543597
SISL,SHANTIDOOT INFRA SERVICES LIMI,BSE,139161092,543598
KSOLVES,KSOLVES INDIA ,BSE,139161348,543599
HARSHA,HARSHA ENGINEERS INTERNATIONAL,BSE,139161604,543600
W5GP,,BSE,139161860,543601
W5DP,,BSE,139162116,543602
W5AG,,BSE,139162372,543603
W5AD,,BSE,139162628,543604
HDFCQUAL,HDFC MUTUAL FUND,BSE,139162884,543605
CONTAINE,CONTAINE TECHNOLOGIES,BSE,139163140,543606
HDFCGROWTH,HDFC MUTUAL FUND,BSE,139163396,543607
HDFCVALUE,HDFC MUTUAL FUND,BSE,139163652,543608
SFMP68GR,,BSE,139163908,543609
SFMP68DR,,BSE,139164164,543610
SFMP68GD,,BSE,139164420,543611
SFMP68DD,,BSE,139164676,543612
MAFIA,MAFIA TRENDS,BSE,139164932,543613
TIPSFILMS,TIPS FILMS ,BSE,139165188,543614
SRSOLTD,SILICON RENTAL SOLUTIONS LIMIT,BSE,139165444,543615
TLL,TRIDENT LIFELINE ,BSE,139165700,543616
REETECH,REETECH INTERNATIONAL CARGO AN,BSE,139165956,543617
CARGOTRANS,CARGOTRANS MARITIME ,BSE,139166212,543618
CNCRD,CONCORD CONTROL SYSTEMS LIMITE,BSE,139166468,543619
INA,INSOLATION ENERGY,BSE,139166724,543620
CARGOSOL,CARGOSOL LOGISTICS ,BSE,139166980,543621
STML,STEELMAN TELECOM,BSE,139167236,543622
VEDANTASSET,VEDANT ASSET,BSE,139167492,543623
MAAGHADV,MAAGH ADVERTISING AND MARKETIN,BSE,139167748,543624
SECURCRED,SECUR CREDENTIALS ,BSE,139168004,543625
EMIL,ELECTRONICS MART INDIA ,BSE,139168260,543626
HDFCLOWVOL,HDFC MUTUAL FUND,BSE,139168516,543627
HDFCMOMENT,HDFC MUTUAL FUND,BSE,139168772,543628
HDFC1359DG,,BSE,139169028,543629
HDFC1359DD,,BSE,139169284,543630
HDFC1359DQ,,BSE,139169540,543631
HDFC1359RG,,BSE,139169796,543632
HDFC1359RD,,BSE,139170052,543633
HDFC1359RQ,,BSE,139170308,543634
PPLPHARMA,PIRAMAL PHARMA,BSE,139170564,543635
DCI,DC INFOTECH AND COMMUNICATION,BSE,139170820,543636
PACE,PACE E-COMMERCE VENTURES LIMIT,BSE,139171076,543637
TRACXN,TRACXN TECHNOLOGIES ,BSE,139171332,543638
NARMADA,NARMADA AGROBASE ,BSE,139172612,543643
INFOBEAN,INFOBEANS TECHNOLOGIES ,BSE,139172868,543644
HPIL,HINDPRAKASH INDUSTRIES,BSE,139173124,543645
DCXINDIA,DCX SYSTEMS ,BSE,139174404,543650
DAPS,DAPS ADVERTISING,BSE,139174660,543651
FUSION,FUSION MICRO FINANCE ,BSE,139174916,543652
BIKAJI,BIKAJI FOODS INTERNATIONAL LIM,BSE,139175172,543653
MEDANTA,GLOBAL HEALTH ,BSE,139175428,543654
ANZEN,ANZEN INDIA ENERGY YIELD PLUS,BSE,139175684,543655
TECHNOPACK,TECHNOPACK POLYMERS ,BSE,139175940,543656
ACI,ARCHEAN CHEMICAL INDUSTRIES LI,BSE,139176196,543657
D1246267RG,,BSE,139176452,543658
D1246267RP,,BSE,139176708,543659
D1246267RR,,BSE,139176964,543660
D1246267DG,,BSE,139177220,543661
D1246267DP,,BSE,139177476,543662
FIVESTAR,FIVE-STAR BUSINESS FINANCE,BSE,139177732,543663
KAYNES,KAYNES TECHNOLOGY INDIA LIMITE,BSE,139177988,543664
HDFCNIFIT,HDFC MUTUAL FUND,BSE,139178244,543665
HDFCPVTBAN,HDFC MUTUAL FUND,BSE,139178500,543666
INOXGREEN,INOX GREEN ENERGY SERVICES LIM,BSE,139178756,543667
BBTCL,B&B TRIPLEWALL CONTAINERS LIMI,BSE,139179012,543668
RUSTOMJEE,KEYSTONE REALTORS ,BSE,139179268,543669
VINNY,VINNY OVERSEAS,BSE,139179524,543670
AAATECH,AAA TECHNOLOGIES,BSE,139179780,543671
D1281268RG,,BSE,139180036,543672
D1281268RR,,BSE,139180292,543673
D1281268RP,,BSE,139180548,543674
D1281268DG,,BSE,139180804,543675
D1281268DP,,BSE,139181060,543676
FINIETF,ICICI PRUDENTIAL MUTUAL FUND,BSE,139181316,543677
AMBOAGRI,AMBO AGRITEC,BSE,139181572,543678
SIRCA,SIRCA PAINTS INDIA ,BSE,139183620,543686
DHARMAJ,DHARMAJ CROP GUARD ,BSE,139183876,543687
SARVESHWAR,SARVESHWAR FOODS ,BSE,139184132,543688
UNIPARTS,UNIPARTS INDIA ,BSE,139184388,543689
W8GP,,BSE,139184644,543690
W8DP,,BSE,139184900,543691
W8AG,,BSE,139185156,543692
IPRU3511,,BSE,139185412,543693
IPRU3512,,BSE,139185668,543694
IPRU3513,,BSE,139185924,543695
IPRU9713,,BSE,139186180,543696
IPRU9714,,BSE,139186436,543697
IPRU9715,,BSE,139186692,543698
EBBETF0433,,BSE,139186948,543699
GSEC10IETF,,BSE,139187204,543700
KTKFMP300RG,,BSE,139187460,543701
KTKFMP300RI,,BSE,139187716,543702
KTKFMP300DG,,BSE,139187972,543703
KTKFMP300DI,,BSE,139188228,543704
GARGI,PNGS GARGI FASHION JEWELLERY L,BSE,139189508,543709
COMMOIETF,ICICI PRUDENTIAL MUTUAL FUND,BSE,139189764,543710
SULA,SULA VINEYARDS ,BSE,139190020,543711
AHL,ABANS HOLDINGS ,BSE,139190276,543712
DRONACHRYA,DRONEACHARYA AERIAL INNOVATION,BSE,139190532,543713
LANDMARK,LANDMARK CARS,BSE,139190788,543714
IEL,INDIABULLS ENTERPRISES ,BSE,139191044,543715
KFINTECH,KFIN TECHNOLOGIES ,BSE,139192324,543720
ELIN,ELIN ELECTRONICS ,BSE,139193604,543725
HDFC1204DG,,BSE,139193860,543726
HDFC1204DD,,BSE,139194116,543727
HDFC1204DQ,,BSE,139194372,543728
HDFC1204RG,,BSE,139194628,543729
HDFC1204RD,,BSE,139194884,543730
HDFC1204RQ,,BSE,139195140,543731
RADIANTCMS,RADIANT CASH MANAGEMENT SERVIC,BSE,139195396,543732
AVEER,AVEER FOODS ,BSE,139196676,543737
BANKETFADD,DSP MUTUAL FUND,BSE,139196932,543738
KTKFMP304RG,,BSE,139197188,543739
KTKFMP304RI,,BSE,139197444,543740
KTKFMP304DG,,BSE,139197700,543741
KTKFMP304DI,,BSE,139197956,543742
SAH,SAH POLYMERS ,BSE,139198212,543743
REXSEAL,REX SEALING AND PACKING INDUST,BSE,139198468,543744
SVS,SVS VENTURES,BSE,139198724,543745
LOGICA,LOGICA INFOWAY,BSE,139198980,543746
KAMOPAINTS,KAMDHENU VENTURES ,BSE,139199236,543747
AARTIPHARM,AARTI PHARMALABS ,BSE,139199492,543748
KTKFMP305RG,,BSE,139199748,543749
KTKFMP305RI,,BSE,139200004,543750
KTKFMP305DG,,BSE,139200260,543751
KTKFMP305DI,,BSE,139200516,543752
DHARNI,DHARNI CAPITAL SERVICES LIMITE,BSE,139200772,543753
TRANSVOY,TRANSVOY LOGISTICS INDIA LIMIT,BSE,139201028,543754
SFMP76GR,,BSE,139201284,543755
SFMP76DR,,BSE,139201540,543756
SFMP76GD,,BSE,139201796,543757
SFMP76DD,,BSE,139202052,543758
EARTH,EARTHSTAHL & ALLOYS ,BSE,139203844,543765
ASHIKA,ASHIKA CREDIT CAPITAL,BSE,139204100,543766
BTML,BODHI TREE MULTIMEDIA,BSE,139204356,543767
NSLNISP,NMDC STEEL ,BSE,139204612,543768
INDONG,INDONG TEA COMPANY,BSE,139204868,543769
HDFCBSE500,HDFC MUTUAL FUND,BSE,139206148,543774
HDFCSML250,HDFC MUTUAL FUND,BSE,139206404,543775
HDFCMID150,HDFC MUTUAL FUND,BSE,139206660,543776
GOLDETF,MIRAE ASSET MUTUAL FUND,BSE,139207940,543781
SEALMATIC,SEALMATIC INDIA ,BSE,139208196,543782
SFMP78GR,,BSE,139208452,543783
SFMP78DR,,BSE,139208708,543784
SFMP78GD,,BSE,139208964,543785
SFMP78DD,,BSE,139209220,543786
ROBU,MACFOS ,BSE,139209476,543787
D1144270RG,,BSE,139209732,543788
D1144270RP,,BSE,139209988,543789
D1144270RR,,BSE,139210244,543790
D1144270DG,,BSE,139210500,543791
D1144270DP,,BSE,139210756,543792
HDFC2638DG,,BSE,139211012,543793
HDFC2638DQ,,BSE,139211268,543794
HDFC2638RG,,BSE,139211524,543795
HDFC2638RD,,BSE,139211780,543796
HDFC2638RQ,,BSE,139212036,543797
PATRON,PATRON EXIM ,BSE,139212292,543798
SVJ,S. V. J. ENTERPRISES ,BSE,139212548,543799
AXISWRDG,,BSE,139212804,543800
AXISWRGP,,BSE,139213060,543801
AXISWRQD,,BSE,139213316,543802
AXISWRHD,,BSE,139213572,543803
AMANAYA,AMANAYA VENTURES,BSE,139213828,543804
RESGEN,RESGEN,BSE,139214084,543805
ITCONS,ITCONS E-SOLUTIONS ,BSE,139214340,543806
AIRAN,AIRAN,BSE,139215620,543811
DIVGIITTS,DIVGI TORQTRANSFER SYSTEMS LIM,BSE,139215876,543812
ABSLLIQUID,,BSE,139216132,543813
PCL,PROSPECT COMMODITIES ,BSE,139216388,543814
IPRU3533,,BSE,139216644,543815
IPRU3534,,BSE,139216900,543816
IPRU9735,,BSE,139217156,543817
IPRU9736,,BSE,139217412,543818
PSUBNKIETF,ICICI PRUDENTIAL MUTUAL FUND,BSE,139217668,543819
SFMP79GR,,BSE,139218948,543824
SFMP79DR,,BSE,139219204,543825
SFMP79GD,,BSE,139219460,543826
SFMP79DD,,BSE,139219716,543827
SUDARSHAN,SUDARSHAN PHARMA INDUSTRIES LI,BSE,139219972,543828
GSLSU,GLOBAL SURFACES ,BSE,139220228,543829
LABELKRAFT,LABELKRAFT TECHNOLOGIES LIMITE,BSE,139220484,543830
BRIGHT,BRIGHT OUTDOOR MEDIA ,BSE,139220740,543831
AXISWSDG,,BSE,139220996,543832
AXISWSDQ,,BSE,139221252,543833
AXISWSGP,,BSE,139221508,543834
AXISWSQD,,BSE,139221764,543835
AXISWSHD,,BSE,139222020,543836
HFMPM23DGR,,BSE,139222276,543837
HFMPM23DND,,BSE,139222532,543838
HFMPM23DQD,,BSE,139222788,543839
HFMPM23RGR,,BSE,139223044,543840
HFMPM23RND,,BSE,139223300,543841
HFMPM23RQD,,BSE,139223556,543842
COMMAND,COMMAND POLYMERS ,BSE,139223812,543843
DEVLAB,DEV LABTECH VENTURE ,BSE,139225092,543848
AXSENSEX,AXIS MUTUAL FUND,BSE,139226372,543853
LOWVOL,MIRAE ASSET MUTUAL FUND,BSE,139227652,543858
DIGIFIBRE,DIGITAL FIBRE INFRASTRUCTURE T,BSE,139227908,543859
JAFINANCE,J.A. FINANCE ,BSE,139228164,543860
USK,UDAYSHIVAKUMAR INFRA ,BSE,139228420,543861
KTKFMP310RG,,BSE,139230980,543871
KTKFMP310RI,,BSE,139231236,543872
KTKFMP310DG,,BSE,139231492,543873
MAIDEN,MAIDEN FORGINGS ,BSE,139231748,543874
GSEC10YEAR,,BSE,139232004,543875
KTKFMP308RG,,BSE,139232260,543876
KTKFMP308RI,,BSE,139232516,543877
KTKFMP308DG,,BSE,139232772,543878
KTKFMP308DI,,BSE,139233028,543879
185F2DGG,,BSE,139233284,543880
185F2GPG,,BSE,139233540,543881
185F2RPD,,BSE,139233796,543882
SFMP81GR,,BSE,139234052,543883
SFMP81DR,,BSE,139234308,543884
SFMP81GD,,BSE,139234564,543885
SFMP81DD,,BSE,139234820,543886
U7GP,,BSE,139235076,543887
U7DP,,BSE,139235332,543888
U7AG,,BSE,139235588,543889
U7AD,,BSE,139235844,543890
U8GP,,BSE,139236100,543891
U8DP,,BSE,139236356,543892
U8AG,,BSE,139236612,543893
EXHICON,EXHICON EVENTS MEDIA SOLUTIONS,BSE,139237124,543895
AVALON,AVALON TECHNOLOGIES ,BSE,139237380,543896
SANCODE,SANCODE TECHNOLOGIES ,BSE,139237636,543897
BLAL,BEML LAND ASSETS ,BSE,139237892,543898
CUBEINVIT,CUBE HIGHWAYS TRUST,BSE,139238148,543899
SILVERETF,UTI MUTUAL FUND,BSE,139238404,543900
RHL,ROBUST HOTELS,BSE,139238660,543901
RETINA,RETINA PAINTS ,BSE,139238916,543902
GOLDETFADD,DSP MUTUAL FUND,BSE,139239172,543903
MANKIND,MANKIND PHARMA ,BSE,139239428,543904
INNOKAIZ,INNOKAIZ INDIA,BSE,139239684,543905
AVG,AVG LOGISTICS ,BSE,139240964,543910
ATALREAL,ATAL REALTECH ,BSE,139241220,543911
PIGL,POWER & INSTRUMENTATION (GUJAR,BSE,139241476,543912
NXST,NEXUS SELECT TRUST,BSE,139241732,543913
SWATIPRO,SWATI PROJECTS ,BSE,139241988,543914
PAVNAIND,PAVNA INDUSTRIES ,BSE,139242244,543915
HSIL,HEMANT SURGICAL INDUSTRIES LIM,BSE,139242500,543916
SIGMA,SIGMA SOLVE,BSE,139242756,543917
GHCLTEXTIL,GHCL TEXTILES ,BSE,139243012,543918
MKPL,M.K.PROTEINS ,BSE,139243268,543919
CFF,CFF FLUID CONTROL,BSE,139243524,543920
COMRADE,COMRADE APPLIANCES ,BSE,139243780,543921
SILVRETF,MIRAE ASSET MUTUAL FUND,BSE,139244036,543922
IKIO,IKIO LIGHTING ,BSE,139244292,543923
SONALIS,SONALIS CONSUMER PRODUCTS LIMI,BSE,139244548,543924
IHCT,INDIAN HIGHWAY CONCESSIONS TRU,BSE,139244804,543925
